text,airline_sentiment_new_score
hacen,0
pensar,0
cada,0
vez,0
falta,-1
menos,-1
compren,0
nuevamente,1
aerolineas,0
argentinas,0
linea,0
directa,1
ryanair,0
larga,1
lista,1
empresas,0
estafan,-1
interesante,1
new,0
post,0
ryanair,0
finaliza,-1
acuerdo,1
distribucion,0
gds,0
amadeus,0
been,0
published,0
on,0
adhestibas,0
alicante,0
ryanair,0
rebaja,1
precios,0
alicante,0
motivo,1
black,0
friday,0
ysabes,0
peor,-1
solo,-1
losufrimos,0
clientessino,0
personal,0
q,0
s,0
l,0
q,0
aguanta,0
quejasbonita,-1
empresa,0
qni,0
cuida,1
gente,0
gracias,1
muchachos,1
bien,1
majetes,0
puerta,0
kbarajas,0
ayudarnos,0
volver,1
casa,0
sii,1
ryanair,0
jajaja,1
vuelta,0
tambien,1
ryanair,0
barato,1
xddddd,1
desastrosa,-1
clase,1
bsns,0
tokio,0
madrid,0
pasar,0
menus,0
arola,0
vinos,0
bandera,0
dar,0
pescado,0
mar,0
oye,-1
despues,1
cuanto,0
tiempo,0
secuestrado,0
avion,0
aconsejais,1
llamar,0
si,1
ams,0
n,0
iberia,0
express,1
lanza,1
promocion,1
billetes,1
euros,0
noticias,0
feedly,0
juraria,0
gesundbrunnen,0
xd,-1
horas,0
despues,1
aterrizar,1
madrid,0
consigo,1
canales,0
paralelos,0
saber,1
estan,0
maletas,0
mal,-1
acabo,-1
enterar,0
ryanair,0
hace,0
vuelos,0
sudamerica,0
flipo,0
imagino,0
gente,0
bajando,0
vuelo,0
besando,0
iberia,0
nueve,1
companias,0
aereas,0
cancelan,-1
vuelos,0
turquia,0
via,0
colmo,-1
ven,0
varias,0
quejas,-1
usuarios,0
entonces,0
iberiaa,0
pasajeros,0
vuelo,0
ayer,-1
tenerife,0
madridnos,0
tendrian,0
haber,1
echo,0
ola,0
horas,0
forma,0
hagan,0
valida,0
tarjeta,0
plata,0
vuelo,0
voy,1
abordar,1
mostrador,0
dicen,0
qu,0
hola,0
compre,-1
pasajes,0
iberia,0
salio,0
vuelo,0
compania,0
queria,1
saber,1
si,1
trato,0
uds,0
cam,0
gracias,1
hacerme,0
ver,0
viajar,0
contigo,1
bonita,1
forma,0
morir,-1
esperando,-1
embarcar,0
asi,0
costos,0
puerta,0
puerta,0
ida,0
londres,0
ida,0
tram,0
aeropuerto,0
colonia,0
vuelo,0
flybe,0
ryanair,0
contratara,1
nuevos,1
tripulantes,0
cabina,0
espana,0
hace,0
falta,-1
justo,1
ahora,1
recibi,0
sms,0
llegan,1
maletas,0
dias,0
ma,0
casualmente,0
hace,0
meses,0
low,1
cost,0
iberia,0
level,0
hace,0
ruta,0
ezeizabarcelona,0
veces,0
semana,0
muchas,1
gracias,1
informacion,1
anuncia,1
nueva,1
ruta,0
valencia,0
palermo,0
siempre,0
respuestas,0
enlatadas,0
empresas,0
necesitan,-1
curso,0
urgencia,0
iberia,0
vez,0
mas,1
desastre,-1
retraso,-1
mas,1
hora,0
vuelo,0
viena,0
educacion,0
azafatas,0
deja,-1
ryanair,0
retrasa,-1
nueva,1
poltica,0
equipajes,0
incluir,1
pago,-1
embarcar,0
maleta,0
mano,0
gracias,1
atencion,1
twitter,0
fantastico,1
minutos,0
espera,-1
call,0
center,0
sigo,0
pesima,-1
atencion,1
cliente,0
llamadas,0
todavia,0
habeis,1
enviado,1
facturas,0
empresa,0
cada,0
vez,0
vuelo,0
pasa,-1
mismo,1
quilosaselena,0
iberia,0
nombra,0
sergi,0
baques,0
nuevo,1
consejero,1
delegado,0
ficha,0
mariana,0
diez,0
directora,1
m,0
empresa,0
pandereta,0
peor,-1
aerolineas,0
mejores,1
baj,0
probado,1
movil,0
ordenador,1
creo,-1
seria,-1
cosa,0
web,0
busco,0
ryanair,0
ofrece,1
hoy,0
asientos,0
partir,1
euros,0
segundo,0
dia,0
ofertas,1
black,0
friday,0
pasando,0
vuelo,0
aterrizado,1
scl,0
llevamos,1
hora,0
esperando,-1
bajar,-1
avion,0
gracias,1
contestar,0
bien,1
tratan,0
maletas,0
veras,0
venga,0
reclamacion,-1
valor,1
bicicleta,0
hablar,1
trato,0
tripulacion,0
cabina,0
llevo,1
varios,0
dias,0
ultimas,-1
dos,0
horas,0
cada,0
min,0
intentando,1
contactarles,0
telefono,0
cambiar,-1
vuelo,0
lan,0
cancelo,-1
vuelo,0
llevaron,0
iberia,0
cobra,-1
equipaje,0
luego,-1
cuenta,0
bici,0
rota,-1
compania,0
s,0
nieta,-1
espanoles,0
manana,0
tomo,0
tierras,0
iberia,0
deben,0
corresponder,0
feliz,1
fabricante,0
leasor,0
vendio,0
aeronave,0
infelices,-1
pasajeros,0
soportando,0
maltratos,-1
regalo,1
sorpresa,1
samsung,0
viajeros,0
iberia,0
ojo,0
aca,0
si,1
segundo,0
semestre,0
saldria,0
verano,0
ryanair,0
vine,0
airbaltic,0
intenta,1
reembolso,-1
video,0
majisimo,0
dicen,0
estan,0
autorizados,0
reembol,0
holacolombia,0
praying,1
viaje,0
compre,-1
boletos,0
aereos,0
latam,0
avianca,0
copa,0
iberia,0
tame,0
delta,0
american,0
airlines,0
lufthansa,0
garzocen,0
manana,0
llego,1
alli,1
ryanair,0
xd,-1
pasaje,0
vuelo,0
ib,0
lunes,0
diciembre,0
tirados,-1
aeropuerto,0
amsterdam,0
linea,0
peor,-1
trato,0
anos,1
viajes,0
olvido,-1
cansarme,0
recomendarla,0
escapate,-1
alto,-1
iberia,0
express,1
eurostars,0
salvo,1
pelos,0
buenas,1
noches,1
viajamos,0
paris,0
nino,0
anos,1
podemos,1
llevar,1
sillita,0
suban,0
baje,0
iber,0
selfie,0
loco,-1
podria,1
ser,1
real,1
danos,0
opinion,1
continuacion,0
sigue,0
selfieforseb,0
holaaaaaaaaaaaaaaaaaaaaaaaaa,1
feliz,1
navidad,0
haciendo,0
cuentas,0
sumas,0
restas,0
boleto,0
mdebiomde,0
ofertas,1
ryanair,0
euros,0
lt,0
ultima,-1
escapada,1
agradece,1
ayuda,1
manana,0
pongo,1
manos,0
abogados,1
soporto,-1
companias,0
holaeuropa,0
iberia,0
cada,0
vez,0
mas,1
cerca,0
europa,0
aeropuero,0
paris,0
pa,0
ryanair,0
cachondos,-1
escrito,0
mismo,1
tweet,0
veces,0
viajado,0
sido,0
ryanair,0
nunca,-1
ningun,-1
p,0
cuidado,0
cobros,-1
cobra,-1
dolares,0
vuelos,0
comprados,-1
desdeespana,0
denuncia,-1
denuncialevel,-1
nueva,1
rutina,0
vuelo,0
embarcasgt,0
abrochas,0
cinturongtparan,0
aviongt,0
bajate,0
montate,0
otrogt,0
divertida,1
experiencia,0
empezar,1
pasajero,0
tierra,0
da,0
motores,0
habla,0
hablar,1
complicado,-1
cada,0
vez,0
mas,1
cobran,-1
elegir,1
asiento,0
contrario,-1
dan,0
peor,-1
obviamente,1
bien,1
mostrador,0
facturacion,0
abierto,1
aeropuerto,0
bruselas,0
llevo,1
media,0
hora,0
avanzado,1
mitad,-1
cola,0
viajar,0
transito,0
x,0
madrid,0
llevar,1
retraso,-1
despegar,0
garantia,1
quedarte,1
equipaje,0
policias,0
obeservan,0
internacional,0
maiquetia,0
llegan,1
noche,0
asaltan,-1
viajeros,0
autopistainsolito,0
felicidades,1
santo,1
domingo,0
hermoso,0
avion,0
parte,0
esperan,-1
completar,1
status,0
vuelos,0
mas,1
h,0
malabo,-1
cambieis,0
contais,0
sucede,0
salvador,0
realmente,1
indignante,-1
necesito,-1
ayuda,1
facturar,0
envie,1
mensaje,0
privado,1
contestan,0
decir,0
llamadas,0
internacionales,0
enviado,1
dm,0
parece,0
mentira,-1
atencion,1
cliente,0
reclamacion,-1
equipajes,0
puest,0
lamentable,-1
asi,0
tragedia,0
spanair,0
olvidaron,-1
pronto,1
tambien,1
importamos,0
nadie,0
vinoteca,0
cheslones,0
xbox,0
asi,0
nueva,1
sala,0
vip,0
ts,0
via,0
porfa,0
iberia,0
aposte,-1
nombre,0
primogenito,0
mujer,1
habia,1
volado,0
nunca,-1
iberia,0
mujer,1
encont,0
joder,-1
mejor,1
hacer,0
escala,0
new,0
york,0
volver,1
iberia,0
creo,-1
sido,0
paciente,1
dias,0
esperando,-1
presupuesto,1
dicho,0
manera,0
perder,-1
clientes,0
despeinarse,1
secta,0
bara,0
vacaciones,0
pagadas,0
ademas,1
ir,0
podriais,1
informar,1
mail,0
pueda,1
poner,1
reclamacion,-1
tuitea,0
aerolinea,0
objetivo,1
normalmente,0
echar,0
pestes,0
misma,1
hoy,0
tuiteo,0
agrade,1
verguenza,-1
vuelo,0
sale,1
llegado,1
dejado,-1
entrar,0
verguenzas,-1
cago,-1
pagina,0
ryanair,0
sinceramente,0
siempre,0
intentando,1
quedar,1
bien,1
redes,0
sociales,0
razones,1
llevan,1
mas,1
ano,1
medio,-1
mas,1
cuesta,0
entraruna,0
vez,0
dentro,0
echan,0
geos,0
manso,0
tema,0
sacaste,0
dj,0
alpargatas,0
iberia,0
jeans,0
pongamonosserios,0
non,-1
existe,0
piloto,0
ryanair,0
sepa,0
aterrizar,1
dar,0
mil,1
tumbos,0
acabanconmigo,-1
xa,0
barcelona,0
nueva,1
vuela,0
hacia,0
atras,0
gracias,1
ryanair,0
tocado,0
hoy,0
jajaja,1
sorpresa,1
prepara,1
maleta,0
pide,0
creacion,0
comision,1
investigacion,1
accidente,-1
spanair,0
sirve,0
ser,1
viajero,0
frecuente,1
calidad,1
servicios,0
deja,-1
desear,0
niveles,0
hola,0
iberia,0
segundo,0
quinto,0
van,1
poner,1
bueno,1
ano,1
mas,1
iberia,0
vial,1
si,1
sube,0
quiero,1
saber,1
ganadores,1
sereyo,0
holacolombia,0
ahora,1
respuesta,0
reporte,-1
cancelacion,-1
vuelo,0
cuanto,0
demora,-1
rtt,0
favor,1
marketingmkt,0
llega,1
primer,1
duelodemarcas,-1
marketingdirecto,0
ryanair,0
vs,0
easyjet,0
nuevo,1
ano,1
nuevos,1
proyecto,0
vuelo,0
despego,0
queretaro,1
gobernador,0
anuncia,1
expansion,0
iberia,0
isla,0
via,0
ryanair,0
retrasa,-1
enero,0
cambios,-1
politica,0
equipaje,0
mano,0
via,0
estan,0
pedo,-1
negociado,0
iberia,0
puede,1
volar,0
madrid,0
barcelona,0
latinoamerica,0
necesita,-1
ryanair,0
visualpolitik,0
via,0
ver,0
si,1
puedo,1
ir,0
tambien,1
jueves,0
cuento,0
parece,0
peticion,0
va,0
tomando,0
cuerpo,0
hombre,0
desespera,0
escapa,0
avion,0
ryanair,0
puerta,0
emergencia,0
communitymanager,0
cancelan,-1
vuelos,0
italiaespana,0
personal,0
tierra,0
ryanair,0
espana,0
huelga,-1
proximo,1
trabajadores,0
aeropuerto,0
barajas,0
cumplen,0
obligaciones,0
laborales,0
bajo,-1
duras,0
condicionesclimaticas,0
consejo,1
nunca,-1
viajen,0
cc,0
claros,0
recordatorios,1
condiciones,-1
reminder,0
iberia,0
express,1
pone,1
venta,1
billetes,1
cinco,0
euros,0
tenerife,0
iberia,0
toscal,-1
bisontes,0
castellon,0
cierran,0
domingo,0
jornada,0
segunda,0
division,-1
ryanair,0
despachara,0
billetes,1
convertibles,0
aviones,0
papel,0
humor,1
risa,1
elguino,0
d,0
increible,1
hola,0
escrito,0
dm,0
espero,-1
puedan,1
ayudar,1
gracias,1
buen,1
trato,0
dan,0
cliente,0
via,0
telefonica,0
tratado,0
bien,1
mal,-1
preguntar,0
buen,1
dia,0
favor,1
serian,-1
tan,0
amables,1
seguirme,0
poder,1
explicar,0
caso,-1
mensaje,0
directo,1
trata,0
boleto,0
sdqrom,0
pues,0
avise,0
billetes,1
iberia,0
asturias,0
estan,0
carisimos,-1
felicitacionesexitos,1
quiero,1
agradecer,1
visita,0
violeta,0
yanes,0
iberia,0
toscal,-1
tenerife,0
federacion,0
conocer,0
cerca,0
iberia,0
inaugura,1
ts,0
madrid,0
barajas,0
remodelada,1
sala,0
vip,0
velazquez,0
m,0
pasajero,0
ryanair,0
escapa,0
ala,0
avion,0
cansado,-1
esperar,-1
salir,0
via,0
ryanair,0
propone,0
aceptar,1
sindicatos,0
pilotos,0
evitar,-1
huelgas,-1
billete,1
avion,0
cuesta,0
dinero,1
chavalin,0
manana,0
voy,1
aeropuerto,0
hablar,1
alguien,0
buscar,-1
objetos,0
perdidos,-1
maletas,0
manana,0
volvi,1
si,1
vuelo,0
operado,1
iberia,0
acuerdo,1
afirmacion,1
pantallas,0
capturadas,-1
w,0
feliz,1
formar,0
parte,0
iberia,0
si,1
consigo,1
propongo,0
nunca,-1
desisto,-1
molestias,-1
muchasla,1
arbitraeridad,0
soporto,-1
enlace,0
mandado,0
pone,1
retirar,-1
tardeluz,0
partir,1
ahora,1
voy,1
hacer,0
hago,0
ryanair,0
solo,-1
utilizar,0
queda,1
banco,0
niebla,0
afecta,-1
operaciones,1
opera,1
manera,0
in,0
visto,0
web,0
supongo,0
fallo,-1
app,0
si,1
tp,0
bp,0
dan,0
merienda,0
t,0
iberia,0
express,1
lleva,1
jovenes,0
estudios,0
warner,0
bros,1
londres,0
atardecer,0
piensalo,0
ugt,0
arranca,0
compromiso,0
lesma,0
ryanair,0
abrir,1
mesa,0
negociacion,0
colectiva,0
solo,-1
abuelo,0
ninos,0
gordos,-1
grupo,0
extranjeros,0
feos,-1
noooo,-1
vuelo,0
normal,0
hola,0
si,1
hice,1
check,1
in,0
online,0
equipaje,0
vaya,0
dejar,-1
bodega,0
paso,0
directamente,1
sala,0
tener,0
foto,0
torre,0
eiffel,0
esperar,-1
convierta,0
realidad,1
holaeuropa,0
confundas,0
si,1
finas,0
hechas,1
cuentas,0
sale,1
mas,1
barato,1
qu,0
sistema,0
asigna,0
asientos,0
separados,-1
asientos,0
libres,1
gastes,0
dinero,1
buen,1
ser,1
asi,0
seria,-1
moro,0
espanol,0
iberia,0
queremos,1
agradecer,1
justiberia,0
tratamientos,0
hicieron,1
gratis,1
mujeres,1
socias,0
familiares,0
sabado,0
recibe,0
si,1
primera,1
clase,1
tentempie,0
si,1
ademas,1
necesito,-1
facturar,0
dos,0
maxi,0
cosi,0
sillas,0
coche,0
grupo,0
seria,-1
coste,-1
peso,0
cada,0
si,1
ryanair,0
sigue,0
proceso,0
seleccion,0
cubrir,0
puestos,0
trabajo,0
centro,1
innovacion,1
digital,0
madr,0
supuesto,0
visto,0
publicado,0
minutos,0
iberia,0
mecanismos,0
manipulacion,0
equipajes,0
mano,0
obra,0
semi,0
pesadilla,-1
queda,1
mejor,1
sonar,0
si,1
hice,1
parece,0
gente,0
aerol,0
rt,0
soncasaslujosas,0
fundador,0
ryanair,0
rebaja,1
precio,0
mansion,0
millones,0
dolares,0
negasteis,-1
dejasteis,-1
maletas,0
viaje,0
tema,0
manos,0
abogados,1
ver,0
si,1
asi,0
aena,0
iberia,0
empiezan,1
ver,0
malaga,0
ciudad,0
digna,1
invertir,1
calidad,1
constantes,0
percances,0
ciclistas,0
equipajes,0
ayer,-1
paso,0
viaje,0
colombia,0
ido,0
comprar,-1
vuelos,0
ryanair,0
quitado,-1
oferta,1
black,0
friday,0
quedaba,1
todavia,0
tiempo,0
jaj,1
bonitas,1
buenas,1
frias,0
noches,1
tod,0
volar,0
iberia,0
gran,1
error,-1
peores,-1
aerolineas,0
europeas,0
carlosmaciasmex,0
rt,0
solegimenez,0
despues,1
dias,0
inolvidables,1
mexico,0
iberia,0
retrasa,-1
vuelo,0
iberia,0
abandona,-1
rota,-1
madridmalabo,0
falta,-1
rentabilidade,0
cola,0
priority,1
tres,0
veces,0
mas,1
larga,1
normal,0
habria,1
cambiar,-1
parametros,0
aerolinea,0
iberia,0
lanzo,1
programa,0
beneficios,1
pyme,0
pena,-1
difundan,0
da,0
situacion,0
clientes,0
tomen,0
nota,0
viajar,0
asinoiberia,0
cosmo,0
k,0
ryanair,0
via,0
mmmx,-1
problemas,-1
neblina,0
desviaron,-1
avion,0
mmto,0
enhorabuena,0
cumpleanos,0
significa,0
viajes,0
placer,1
trabajo,0
reencontrarse,0
familia,0
ilusion,1
entonces,0
belgica,0
decis,0
hace,0
buen,1
tiempo,0
ryanair,0
puedo,1
volar,0
dos,0
bultos,-1
si,1
saben,1
aterrizar,1
contactado,0
mil,1
veces,0
servicio,0
atencion,1
cliente,0
capaces,1
darme,1
ninguna,-1
respuesta,0
video,0
hacia,0
media,0
hora,0
avion,0
ryanair,0
procedente,1
londres,0
habia,1
aterrizado,1
malaga,0
viajero,0
mejor,1
compania,0
ayudan,1
azafatas,0
super,1
amables,1
recomiendo,1
samsung,0
regala,1
movil,0
note,0
pasajeros,0
vuelo,0
iberia,0
via,0
noticias,0
karla,0
iberia,0
programa,0
diciembre,0
weekend,0
noticias,0
turismo,0
tripulantes,0
cabina,0
ryanair,0
denuncian,-1
fraude,-1
low,1
cost,0
perfil,0
pone,1
servicio,0
horas,0
cyacartuja,0
respuesta,0
parte,0
refund,-1
pendiente,-1
reembolsos,-1
podran,1
comprender,1
ojala,-1
asi,0
pasado,-1
contrario,-1
pelin,-1
tarde,-1
acabo,-1
comprar,-1
billete,1
madrid,0
gran,1
canaria,0
madrid,0
carnavales,0
solo,-1
llorando,-1
emocion,0
escondite,0
ingles,0
tenias,0
cojin,0
ves,0
gracias,1
iberia,0
unplacer,0
sillachicco,0
iberia,0
descendio,-1
momento,0
dirigentes,0
dejaron,-1
partir,1
jugadores,0
identificaban,0
colores,0
verguenza,-1
servicio,0
nene,1
york,0
madridmala,-1
atencion,1
azafatas,0
pesima,-1
comida,1
nunca,-1
mas,1
iberia,0
peor,-1
co,0
encanta,1
viajar,0
realmente,1
q,0
gusta,1
puedo,1
dejar,-1
hacerlo,0
cualquie,0
menudo,1
cachondeo,-1
teneis,0
montado,0
cancelaciones,-1
parece,0
lamentable,-1
familia,0
podra,1
venir,1
manana,0
vuelo,0
tokiomadridhe,0
recibido,0
mail,0
realizar,1
pa,0
conexion,1
wifi,1
alimentos,0
regaderas,0
brindados,0
iberia,0
lounge,0
aeropuerto,0
internacional,0
madrid,0
pecadores,-1
iberia,0
usuarios,0
aeropuerto,0
d,0
iberia,0
ofertara,1
vuelos,0
directos,1
puerto,0
rico,1
verano,0
creo,-1
llegar,1
deguellan,0
billete,1
vuelta,0
venden,0
confiemos,1
tema,0
hotel,0
tal,0
pagais,1
animo,0
den,0
ver,0
si,1
lineas,0
esfuerzan,1
reprogama,0
vuelo,0
lunes,0
causa,-1
paro,-1
iberia,0
cancela,-1
vuelo,0
reprogram,0
hace,0
anos,1
miguel,0
blesa,0
parra,0
gastaba,0
tarjeta,0
black,0
venta,1
bordo,0
iberia,0
habia,1
cerrado,-1
embarque,0
pantallas,0
figuraba,0
ultima,-1
llamada,0
respuesta,0
persona,0
si,1
hecho,1
voy,1
ryanair,0
si,1
ustedes,0
discriminan,-1
medio,-1
compre,-1
respuesta,0
callcenter,0
si,1
compro,-1
inicios,1
apostamos,-1
innovacion,1
ofrecer,1
cada,0
dia,0
mejor,1
servicio,0
javier,0
urbiola,0
pres,0
kfc,0
iberia,0
wfp,0
proponen,0
distribuir,0
mas,1
anunciantes,0
comidasescolares,0
donativos,0
exacto,0
respuesta,0
ridicula,-1
problema,-1
estriba,0
tripulacion,0
hace,0
vivo,1
esperando,-1
correo,0
ryanair,0
diciendo,0
adelantan,-1
vuelo,0
manana,0
ryanair,0
subraya,0
potencial,1
turistico,0
vigo,0
estudia,0
abrir,1
nuevas,1
rutas,0
peinador,0
via,0
veni,0
irlanda,0
menudo,1
golpe,-1
llevabas,0
maleta,0
dura,0
iberia,0
air,0
europa,0
lanzan,0
rebajas,1
vuelos,0
europa,0
euros,0
turismo,0
aprecia,1
documentacion,0
adjunto,1
opcion,1
replica,-1
salvo,1
presentar,0
reclamacion,-1
dais,0
puto,-1
asiento,0
medio,-1
si,1
lado,0
da,0
ventanilla,0
libre,1
ryanair,0
ano,1
ryanair,0
lio,0
vacaciones,0
pilotos,0
noticias,0
impactantes,-1
turismo,0
buenas,1
noches,1
sabran,1
si,1
vuelos,0
afectados,-1
minimo,1
horas,0
cuentaselo,0
ryanair,0
nocon,0
iberia,0
mostrador,0
iberia,0
londres,0
ir,0
british,0
airways,0
leeis,0
q,0
gente,0
escribe,0
ryanair,0
quiere,1
dejar,-1
vuelos,0
baratos,1
ecuador,0
dias,0
co,0
hija,0
residente,0
iberia,0
tiro,-1
afuera,0
huachipato,0
palo,0
creo,-1
mejor,1
aerolinea,0
mundo,0
ano,1
seguro,0
iberia,0
escompania,0
perdio,-1
hace,0
t,0
maricones,-1
llegado,1
sur,0
ido,0
bien,1
cabrones,-1
ryanair,0
tocado,0
chocha,0
retr,0
retweeted,0
kreab,0
iberia,0
preparados,1
retos,0
deparara,0
nuevo,1
impulso,0
aeropuerto,0
vitoriagasteiz,0
estrena,1
nueva,1
ruta,0
colonia,0
martes,0
noche,0
manana,0
tambien,1
queda,1
aire,0
tarjeta,0
plata,0
vuelvo,0
american,0
vuelo,0
comprado,-1
brita,0
sfo,0
idakg,0
vuelta,0
solo,-1
dejan,-1
bien,1
malet,0
fecha,0
entrada,0
vigor,1
nueva,1
politica,0
equipajes,0
ryanair,0
via,0
ultimo,-1
vuelo,0
entrego,1
maletas,0
conexion,1
madrid,0
necesitan,-1
d,0
volais,0
dentro,0
pocoen,0
zona,0
vip,0
instalado,1
uns,0
consolas,0
q,0
aburrais,0
esp,0
hola,0
chat,0
pagina,0
funciona,1
necesito,-1
hacer,0
consulta,-1
gracias,1
vuelo,0
fenomenal,1
magnificos,0
profesionales,0
si,1
claro,1
imagen,0
descargue,1
tal,0
llego,1
email,0
gracias,1
feliz,1
navidad,0
nuncamasvolarconiberiaexpress,0
abandonadosenamsterdam,0
dias,0
retraso,-1
cancelacion,-1
d,0
algun,-1
mail,0
contacto,0
realizar,1
consulta,-1
reserva,1
bueno,1
lanza,1
promocion,1
anuncia,1
vientos,0
ninguna,-1
ofert,1
cola,0
ryanair,0
berlin,0
intentan,-1
cobrar,-1
maleta,0
cabe,0
mete,0
bolsa,0
plastico,0
parte,0
maleta,0
aplauso,1
contestado,0
privado,1
nombre,0
titular,0
numero,0
expediente,0
nuevas,1
conexiones,1
veraniegas,0
iberia,0
express,1
modelo,0
low,1
cost,0
manda,0
parada,0
mundial,0
vuelos,0
cortos,0
ejecutivos,0
esca,0
gracias,1
iberia,0
mas,1
hogar,0
merece,1
menos,-1
refugio,0
hoy,0
vuelo,0
barcelona,0
bruselas,0
traicionera,0
cancelacion,-1
vuelos,0
puntuales,1
m,0
imaginan,0
debacle,0
imagen,0
pais,0
narco,0
turistas,0
extranjeros,0
locos,-1
idiotas,0
tener,0
agentes,0
verguenza,-1
cambio,-1
fecha,0
pasaje,0
vuelta,0
quieren,1
cobrar,-1
doble,1
salio,0
pas,0
oye,-1
ryanair,0
mandarme,-1
ofertas,1
si,1
habeis,1
puto,-1
ido,0
menorca,0
dejando,-1
monopolio,-1
vueling,0
puede,1
alguien,0
decirme,0
lugar,0
pagina,0
web,0
funciona,1
bien,1
soi,0
espanol,0
quiero,1
viajar,0
argentina,0
podria,1
comprar,-1
billete,1
ida,0
separado,-1
vuelta,0
debido,0
huelga,-1
hoy,0
italia,0
ryanair,0
cancelado,-1
vuelos,0
fr,0
milan,0
bergamo,0
zaragoza,0
fr,0
zaragoza,0
milan,0
bergamo,0
aerolinea,0
iberia,0
lanzo,1
programa,0
beneficios,1
pequenas,0
medianas,0
empresas,0
si,1
verificado,0
gafas,0
sol,0
si,1
aparecieron,0
dia,0
avion,0
confirmado,1
tambien,1
ryanair,0
publica,0
lista,1
completa,1
vuelos,0
cancelados,-1
via,0
bunkjohnson,0
nueva,1
orleans,0
diciembre,0
new,0
iberia,0
julio,0
debe,0
emergencia,0
ibe,0
madrugada,0
vamos,1
paris,0
holaeuropa,0
estimados,0
aun,0
info,0
reserva,1
ayuda,1
favor,1
gracias,1
devuelvan,1
maletaaaaaa,0
reclamado,-1
ahora,1
dado,0
solucion,1
i,0
mueve,0
pasion,1
volar,0
gracias,1
iberia,0
foto,0
francia,0
espana,0
spain,0
jajajajaja,1
sido,0
muchas,1
horas,0
dias,0
volando,0
iberia,0
coge,-1
carino,1
iberia,0
si,1
reconocemos,1
ecbrp,0
lope,0
vega,0
adquirio,0
iberia,0
noviembre,0
llovidogra,0
sindicatos,0
convocan,1
paros,-1
colectivo,-1
tierra,0
ryanair,0
espa,0
convocatorias,0
viral,0
empleo,0
noticias,0
hola,0
manana,0
vuelo,0
ryanair,0
manana,0
maleta,0
equipaje,0
mano,0
mide,0
hola,0
pueden,1
llevar,1
bombones,0
equipaje,0
mano,0
vuelo,0
madridmallorca,0
gracias,1
kiosco,0
publicacion,0
especial,1
faltaria,-1
mas,1
tambien,1
celebro,1
ustedes,0
nexo,0
buenos,1
ratos,0
vividos,0
peninsula,0
olvidaba,-1
pequeno,0
espacio,0
aviones,0
nacionales,0
iberia,0
nueva,1
camiseta,0
hola,0
queria,1
volar,0
mascota,0
cuanto,0
vale,0
si,1
posible,1
puedo,1
encontrar,1
ayuda,1
gracias,1
comentario,0
escribe,0
relatos,0
octubre,0
iv,0
tripulacion,0
silvia,0
retrasado,-1
vuelo,0
id,0
felicidades,1
gracias,1
ser,1
l,0
aerolinea,0
lleva,1
mes,0
mes,0
ver,0
familia,0
tambien,1
navidad,0
hola,0
alguna,-1
razon,1
hace,0
semana,0
imposible,-1
reservar,1
asiento,0
traves,0
web,0
pagina,0
reclamaciones,-1
iberia,0
puede,1
hacer,0
reclamacion,-1
numero,0
billete,1
impos,0
pista,0
demasiado,-1
pequena,0
tal,0
motivo,1
solo,-1
iberia,0
madrid,0
aterriza,0
va,0
salvado,1
ahi,0
conteste,0
md,0
mes,0
dire,0
holacoruna,0
podre,0
decir,0
tambien,1
holacolombia,0
hablamos,1
iberia,0
robo,-1
negocio,0
si,1
coges,-1
abierto,1
pagas,1
mas,1
si,1
quieres,1
cambiar,-1
mas,1
aun,0
flightdeal,0
sarasota,0
srq,0
venice,0
vce,0
usd,0
rt,0
w,0
iberia,0
menuda,1
verguenza,-1
servicio,0
atencion,1
cliente,0
propia,0
compania,0
reis,0
hacer,0
check,1
in,0
online,0
companias,0
aereas,0
das,0
cuenta,0
ahora,1
n,0
ojala,-1
aviones,0
vez,0
musiquita,1
tan,0
horrible,-1
ryanair,0
wtf,-1
iberia,0
iberia,0
dejado,-1
tierra,0
borrado,-1
comentario,0
pesima,-1
empresa,0
gracias,1
espero,-1
solucionen,1
incidencia,-1
posible,1
ultimo,-1
vuelo,0
flota,0
cercanias,0
nuevo,1
flota,0
imperial,-1
iberia,0
si,1
viajo,0
klm,0
obtengo,0
avios,0
web,0
aparece,1
compania,0
asociada,0
programa,0
puntos,0
amor,1
aire,0
hizo,-1
cosas,0
pasan,0
gracias,1
contar,0
comandantes,0
angel,1
aznarez,0
siempre,0
alegra,1
vuelosinconfundible,0
pensaba,0
iberia,0
viejos,0
ukrainian,0
airlines,0
volar,0
lada,0
ryanair,0
lanza,1
ofertas,1
volar,0
destinos,1
pisa,0
bolonia,0
marsella,0
blackfriday,0
francoland,0
expulsan,0
vuelo,0
hablar,1
catalan,0
mejores,1
tiempos,0
mido,0
vuelos,0
ryanair,0
inhumanos,-1
lunes,0
atrapados,-1
amsterdam,0
ineficiencia,-1
pagando,-1
bolsillo,0
personal,0
tierra,0
ryanair,0
espana,0
amenaza,-1
hacer,0
huelga,-1
diciembre,0
ah,0
pc,0
tambien,1
vuelo,0
iberia,0
express,1
llevo,1
semanas,0
esperando,-1
eqyipaje,0
perdido,-1
reclamandolo,-1
cada,0
dias,0
decis,0
habeis,1
encontrado,1
ahora,1
d,0
puede,1
resumir,0
mejor,1
quw,0
necesita,-1
nino,0
ser,1
feliz,1
mas,1
